input_word,target_word
მტვირთავად,მტვირთავად
ავიამშენებელი,ავიამშენებელი
ფაზა,რაზა
ონას,ჭონას
კოოდი,კოდი
ჰაკი,ჰაკი
ატაჰულპა,ატაჰუალპა
დასმას,დასმას
ლორიდება,მორიდება
მეტროს,მეტროს
ვრწლად,ვრცლად
ცუნქციონირებენ,ფუნქციონირებენ
სამიარუსიანია,სამიარუსიანია
ეძებთ,ეძებთ
ვეფხისტყაოსანისა,ვეფხისტყაოსანისა
გადაბმულნი,გადაბმულნი
უყალობებდა,უწყალობებდა
შაილიობა,აშილიობა
მოსპბოა,მოსპობა
დიტერიხ,დიტერიხ
აქაპებში,აღაპებში
გოლდსმიტი,გოლდსმიტი
ფარას,ფარას
ვადევნს,ვადევნე
განმსრტეტ,განმარტეთ
მსიამრათებისა,მისამართებისა
ეფექტაინობის,ეფექტიანობის
ცხაკაა,ცხაკაია
შეისწავლს,შეისწავლს
საპირისპიროდ,საპირისპიროდ
ხედავდიენ,ხედავდიენ
ქრბსი,ქრებსი
ყოველთვიურად,ყოველთვიურად
ჰემი,ჰემი
შემოქმედესბ,შემოქმედებს
შტეფან,შტეფან
ბაზრპბიდან,ბაზრობიდან
ნპტებისგან,ნოტებისგან
პირრველს,პირველს
ერააყელჰ,ერაყელი
მილკინის,მილკინსი
ლანგედოკის,ლანგედოკის
ცხოელმყოფლეობას,ცხოველმყოფელობას
მწვანილები,მწვანილები
წინამორბედათ,წინამორბედთა
ქუხილიც,ქუხილიც
წყაორს,წყაროს
ყრისს,ყრის
გრახია,გრაცია
არსებობენ,არსებობენ
მშედნის,მოდენის
ბონაპარტის,ბონაპარტის
მატარებელ,მატარებელ
უირე,იურე
წინდენუილანი,წინდებულიანი
ჩემპიოანტად,ჩემპიონატად
აბსტია,ბასტია
პირველობა,პირველობა
მოუდის,მოუდის
დაიჩურჩუულა,დაიჩურჩულა
საყვირალი,საყვირალი
სამტკივებელი,სამტკიცებელი
ეკონომიაა,ეკონომიკაა
მამულისქ,მამულისა
მოგერებაში,მოღერებაში
კნიინში,კნინში
აჰყვებოდლ,გაჰყვებოდი
ქვეყნდებოდა,ქვეყნდებოდა
შლიოოსთვის,შალიკოსთვის
კილომეტრ,კილომეტრ
დამკვირვებლები,დამკვირვებლები
ეკილოგიის,ეკოლოგიის
ტრვამაატოლოგ,ტრავმატოლოგ
წიწიიბურა,წიწიბურა
გეუბნებიან,გეუბნებიან
დსიიშნოს,დაინიშნოს
მოდენისა,მოდენისა
ტყეზე,ტყეზე
გაწევრიანება,გაწევრიანება
ნაურა,ნატურა
მოხელეებმა,მოხელეებმა
დაკეების,დაკერების
მოგვითხლობს,მოგვითხრობს
მდგმურ,მდგმური
კლეოპატრამ,კლეოპატრამ
წაკითხულია,წაკითხულია
სინანლისკენ,სინანულისკენ
ყბაგაუჩერელბად,ყბაგაუჩერებლად
მღრღნელი,მღრღნელი
ნაციონალიზაცია,ნაციონალიზაცია
თხრობისთვის,თხრობისთვის
ექმნეენ,ექმნენ
მენტალობსა,მენტალობას
ვოზნიაი,ვოზნიაკი
საკმაათოა,საკამათოა
იიით,იცინით
მივიღეობ,მივიღებო
ბალახსო,ბალახსო
მაიტეხა,ამიტეხა
სასოფლო,სასოფლო
უამრაივ,უამრავი
გაქონდა,გაქონდა
ტომებს,ტომებს
მვორჩებით,მოვრჩებით
კვვირაშჰ,კვირაში
შეისწავლისნ,შეისწავლიან
გლეენნოვიცის,გლენოვიცის
მერტნის,მერტონის
დანებდეს,დანებდეს
მიმიხვდებოდა,მიმიხვდებოდა
ნასენი,ნაშენი
დანების,დანების
სტეპანაკეტტი,სტეპანაკერტი
დსლიც,დალიც
გაანდგურებულია,განადგურებულია
ბირმინგემის,ბირმინგემის
აროლით,სროლით
ვლინდებოდა,ვლინდებოდა
დასდებდა,დასდებდა
თვთით,თავთით
პელოპონესის,პელოპონესის
სულნტმან,სულტანმან
რომნაიოლი,რომანიოლი
ჟანგივს,ჟანგვის
ტექნოლოგებთან,ტექნოლოგიებთან
გარდუვალობის,გარდუვალობის
შემიპპატიჟა,შემიპატიჟა
ჭიჭჭინაძე,ჭიჭინაძე
შდო,შედო
წმკრივს,მწკრივს
ნიუთონი,ნიუტონი
სახელაშილი,სახელაშვილი
მრავლაეროვნებით,მრავალფეროვნებით
კლავირიდა,კლავირიდან
დბაეგვილობოს,დაბეგვილობის
ბუიაჩაური,ბულაჩაური
ვიტტგენშტაინი,ვიტგენშტაინი
მცხოვრებელი,მაცხოვრებელი
თურაეთთან,თურქეთთან
ფოორმევის,ფორმების
ბლილაჰი,ბილლაჰი
სახელწოდებაც,სახელწოდებაც
ნიცაზე,ნიცაზე
ხომადებს,ხომალდებს
გულივერრის,გულივერის
ხალიფების,ხალიფების
ასაშენებელი,ასაშენებელი
მასშტშაბი,მასშტაბში
დისლოქაციაზე,დისლოკაციაზე
მიმიღოთთ,მიმიღოთ
ხაშლამი,ხაშლამის
ფურტილს,ფურტიოს
ჩჩანდრაიაან,ჩანდრაიაან
გამოჩნდდნენ,გამოჩნდნენ
ივეფთა,ივერთა
ჩობგურთში,ჩოგბურთში
ლზკობას,ლაკობას
თქვო,თქვაო
დგეაბ,დგება
ხარჩომაც,ხარჩომაც
საკდიარი,საკიდარი
კვალიფიცრებულ,კვალიფიცირებულ
დამწერლობამედ,დამწერლობამდე
ფირჰმნე,ფირმინე
ეცემან,ეცემიან
ავღუსტ,ავგუსტ
რეზიდენტად,რეზიდენტად
დამკვირვებლებმა,დამკვირვებლებმა
მიკამკამებული,მოკამკამებული
სუუფრა,სუფრა
ნარვეფ,ნარვედ
საშნა,დაშნა
მლსაგვარებელ,მოსაგვარებელ
ლეონიასი,ლეონიდასი
ვციი,ვიცი
ბრეძენ,ბერძენ
სამოცდაათი,სამოცდაათი
სღე,დღე
მეჰრკანი,მეჰრაკანი
კომერცია,კომერცია
ვეტერინარული,ვეტერინარული
გახვეულზე,გახვეულზე
ეკოლოგის,ეკოლოგია
ნიი,ნი
სჯეიმა,სეჯიმა
ერისთავად,ერისთავად
თავგააადასავლებს,თავგადასავლებს
ზღვისაკენ,ზღვისაკენ
დუმფარა,დუმფარა
ჩვენთვსი,ჩვენთვის
გაცწიე,გავწიე
გაყაოლესო,გააყოლესო
ღიირსსახსოვაირ,ღირსსახსოვარი
მოონაწილებაზე,მონაწილეობაზე
თანამგზავრფბად,თანამგზავრებად
ცხაკაია,ცხაკაია
შეარაღებული,შეარაღებული
საფექლებში,საფეთქლებში
დაღწევა,დაღწევა
თავდავიწყებამდდე,თავდავიწყებამდე
დუაგვიანეს,დაუგვიანეს
ტიტრი,ტიტრი
დაჯე,დაჯე
მონაცემია,მონაცემია
მიმართულეაბდ,მიმართულებად
დანარჩენეზ,დანარჩენზე
გგაქეულ,გაქცეულ
სინთეზმა,სინთეზმა
გულიასა,გურიასა
დლამა,დრამა
სტადიაზეაა,სტადიაზეა
იიმტმო,იმიტომ
ბჭოორმის,ბოჭორმის
ჭიიპი,ჭიპი
აავსტრალიას,ავსტრალიას
სულგუნის,სულგუნის
რაიმონდი,რაიმონდი
პანზ,პანზა
წამხრეთაფრიკული,სამხრეთაფრიკული
ალბა,ალბა
გამომეგონნა,გამომეგონა
გაუცია,გაუცია
ვევრინ,ვერვინ
აბობოქრებული,აბობოქრებული
მყსიკაჟეც,მუსიკაზეც
ქნან,ქნან
გვირგვინსს,გვირგვინს
მსჯავედადებული,მსჯავრდადებული
დასავლეთსიაკენ,დასავლეთისაკენ
ვიპერსდორფი,ვიპერსდორფი
მესამეს,მესამეს
იჰანალას,იჰანტალას
აცნუდრუკებულა,აცუნდრუკებულა
ნაკელბდღეღამიან,ნაკლებდღეღამიან
მოწმეს,მოწმეს
ქართვლეების,ქართველების
დალაქის,დალაქის
მოონფიზიტობაა,მონოფიზიტობა
ეგდო,ეგდო
იიარებდა,იზიარებდა
ჰუუმანუროობის,ჰუმანურობის
რეკორდჰლი,რეკორდული
ლიცენზიებთ,ლიცენზიებით
სტაბოლი,სტამბოლი
წაჰყვეს,წაჰყვეს
ტარგანოში,გარგანოში
ვვერე,ვერე
ბეემმბა,ბემბა
ნხეს,ნახეს
მოიძებნოს,მოიძებნოს
შეაგვინაა,შეაგვიანა
საამკაული,სამკაული
სვანური,სვანური
პიეჰა,პიეხა
დაპორებულია,დაშორებულია
თაბაგარიო,თაბაგარიო
დაახრნენ,დააცხრნენ
ზოგადქ,ზოგადია
ალისფერ,ალისფერი
მოიტნაე,მოიტანე
რეპუტაწიის,რეპუტაციის
ტაფიუმა,ტაიფუნმა
ფოტომასაალ,ფოტომასალა
ჩამიფერთხეს,ჩამიფერთხეს
იოშიკაავა,იოშიკავა
ორომპი,ორმოში
საქმიანობაე,საქმიანობაზე
შეესრულებინათ,შეესრულებინათ
არჩვს,არჩვს
გასწორება,გასწორება
მრრწამსშ,მრწამსს
ვარდაპეტის,ვარდაპეტის
როტაგნოისტები,პროტაგონისტები
დამიხედეთ,დამიხედეთ
დუნებსა,დიუნებსა
გნყოფილებამ,განყოფილებამ
ბერდუჯი,ბერდუჯი
ამადნი,ქამანდი
ზველია,ძველია
ყმია,თემია
რედუ,რედუტ
სთოვონ,სთხოვონ
მანმაა,მანამა
ჰომოოფნიის,ჰომოფონიის
ლბარებდა,იბარებდა
ფიში,ფიში
დნებისა,ენებისა
ამერჩია,ამოერჩია
ტერასების,ტერასების
ავამმატებთ,დავამატებთ
გავეღვიძებინე,გავეღვიძებინე
პენზწ,პენზე
წავსულავრ,წავსულვარ
გასასვლელისკენნ,გასასვლელისკენ
ცოდნია,ცოდნია
ენტას,ეტნას
ჰიუსტნის,ჰიუსტონის
პლანტეგნეტების,პლანტეგენეტების
დღმეესამე,დღემესამე
გონჩაროვი,გონჩაროვი
შერცახილი,შერაცხილი
საამღოსმაღალი,საამღოსმაღალი
ელეც,ელეც
მკვიდთრთ,მკვიდრთ
სისორე,სიშორე
მოიწვეის,მოიწვიეს
ამტებამ,მატებამ
ემშახტე,მეშახტე
გადცემას,გადაცემას
ოლდენბურგის,ოლდენბურგის
მენტორილი,მენტორული
ყორანულ,ყორდანულ
მშვენიერ,მშვენიერ
იოკაი,იოკაი
მითითებულ,მითითებულ
ერთელს,ერთეულს
ფრანგნიი,ფრანგნი
ფაკო,პაკო
აგმოაგზავნა,გამოაგზავნა
ზორგე,ზორგე
ხვლაღამ,ხვალღამ
ენთზუიაზმს,ენთუზიაზმს
მოწონეეების,მოწონების
დამიბ,დამიბა
ტრაქტტატის,ტრაქტატის
გაცმნთ,გამცნეთ
დაასაკარგი,დასაკარგი
უწმაებულესნი,უწამებულესნი
ყააღზზე,ყაჩაღზე
როდზიევიჩის,როდზიევიჩის
მოვლენისთვის,მოვლენისთვის
გამჟგავრებით,გამგზავრებით
ქვიშაქვებით,ქვიშაქვებით
ნაქალლაქაარით,ნაქალაქარით
ტაქტიაც,ტაქტიკაც
ასტტროსკოპის,ასტროსკოპის
რმჩევლობა,მრჩევლობა
გამეცინა,გამეცინა
დამა,დამადო
მკერდზე,მკერდზე
ტელეკომპანია,ტელეკომპანია
გაბლინაი,გაბლიანი
მუხხა,მუხა
ოპეიკ,ოპეკი
ნხაევარი,ნახევარი
ჰაიგივდეს,გაიგივდეს
პერსლნის,პერსონის
დნეპ,დნეპრ
სტუმორბთი,სტუმრობით
ფასას,ფაშას
ადრიენ,ადრიენ
მხევაღიიო,მხევაღიო
გწატყვაე,გაატყავე
ნავრუზი,ნავრუზი
ამისი,ამისი
მჭევრმეტყცელებას,მჭევრმეტყველებას
უმართავ,უმართავი
კავლოდ,უკვალოდ
არმას,არმას
ვლაუებმა,ვალუებმა
ქექაძე,ქერქაძე
გადვწვრივ,გასვწვრივ
მისმენტ,მისმენთ
დაკოთა,დაკოტა
ნკიიფორე,ნიკიფორე
ქალბტონეიბც,ქალბატონებიც
იმსცემთ,მისცემთ
სროვენიისა,სლოვენიისა
ექსკლავია,ექსკლავია
რუხაძე,რუხაძე
ჰაფიზ,ჰაფიზ
ესტონეთში,ესტონეთში
თავზეხელაღებლ,თავზეხელაღებულ
დამკვიდრებულმწ,დამკვიდრებულმა
გარვცობილი,გავრცობილი
სხუად,სხუად
წაფრატუნდენნ,წაფრატუნდნენ
დუდაურეიბ,დუდაურები
დეევნიები,დევნილები
ვაკეეიბ,ვაკეები
ციია,ცივია
აბულეთისა,აბულეთისა
ავჰტი,ავხტი
ღარისბერი,ღარისებრი
კაც,კაც
დგავსწრებოდა,დაგვსწრებოდა
ბლჰმი,ბლუმი
ბაღი,ბაღი
საათიაა,საათია
დადგებოდა,დადგებოდა
ტრანსილვანია,ტრანსილვანია
დდოო,დოდო
ააშენოთ,ააშენოთ
ჩავმეხე,ჩავემხე
საბოლლოოოდ,საბოლოოოდ
კანაგზე,კანაფზე
ჭუბურცინლში,ჭუბურხინჯში
მაანათებიც,ამანათებიც
ინოლა,ინოლა
მოკამკაემბლი,მოკამკამებული
დიან,იდან
გძალევს,გაძლევს
ლარსონმა,ლარსონმა
მეჩხსრი,მეჩხერი
სპეკტაკლი,სპექტაკლი
შადგურმა,სადგურმა
ზემდეტი,ზედმეტი
მოგლვია,მოგსვლია
ბურგუნდიელთა,ბურგუნდიელთა
აქაურ,აქაურ
მოგვაშორეს,მოგვაშორეს
ბლაგოროდიებს,ბლაგოროდიებს
კახეთტან,კახეთთან
თებფრვლით,თებერვლით
გამოთანაბრებითი,გამოთანაბრებითი
შინაურული,შინაურული
არასახელმწიფო,არასახელმწიფო
ნიჭიეეებაზე,ნიჭიერებაზე
კრამსკოი,კრამსკოი
კასტირიის,კასტილიის
ათასწლლელუების,ათასწლეულების
შინარუული,შინაურული
დადაებს,დაადებს
მოსციცი,მოსციცკი
სცნეა,სცენა
ჩართიუა,ჩართულია
კოლინდა,კოლინდა
დააბინავა,დააბინავა
ლუუპე,ლუპე
არეულობების,არეულობების
სანაგვე,სანაგვე
მგმების,მგლების
პაპად,პაპად
იეჟუიტი,იეზუიტი
გეთანხმბეი,გეთანხმები
ანდრაშშუკმა,ანდრაშჩუკმა
შვაბსბი,შვაბები
ჯამდიერი,ჯანდიერი
მშვიდობისმყოოფელებს,მშვიდობისმყოფელებს
ილღვევა,ირღვევა
მიიეღბს,მიიღებს
მოენებელ,მშენებელ
კანცრერების,კანცლერების
ჯვარსოანი,ჯვაროსანი
ჰამპსონმა,ჰამპსონმა
ვაშინგტოშნი,ვაშინგტონში
ნაურუშ,ნაურუს
მელოდსბოდა,მელოდებოდა
ხელქვეითეისგან,ხელქვეითებისგან
გსდავაჭარბე,გადავაჭარბე
ორიდან,ორიდან
გპლფი,გოლფი
მანიუსს,მანიუსს
ააწყვეს,ააწყვეს
ჩხუბისა,ჩხუბისა
თავისასს,თავისას
კლასიფიცირებისათვის,კლასიფიცირებისათვის
ფარფხისი,ფარცხისი
წგ,წგ
მმწონხართ,მომწონხართ
თამა,თამაზ
ფეხი,ფეხი
ხამდნენ,სხამდნენ
ვაჟჟკაცს,ვაჟკაცს
მმოდნის,მოედნის
დაიღუპნენ,დაიღუპნენ
დაბეჭდილ,დაბეჭდილ
ითამაშეთ,ითამაშეთ
ირანელთა,ირანელთა
ნათიმოზ,ანთიმოზ
გალანძღვისთიის,გალანძღვისთვის
დაეღალა,დაეღალა
მუხლებბში,მუხლებში
მუშათქ,მუშათა
ციურლ,ციური
შრედინგერის,შრედინგერის
პარლამენტის,პარლამენტის
მტკვასა,მტკვარსა
ახურავივით,სახურავივით
დასააჭერად,დასაჭერად
ცჰრილებზზე,ცხრილებზე
ვილუის,ვილუის
თბომავალმა,თბომავალმა
ორთაჭაჯის,ორთაჭალის
შლეზვიგ,შლეზვიგ
გულაგლ,გულაგი
სქბდაო,საბადო
სებასტიანის,სებასტიანის
ფარიბურ,ფარიბურზ
ფასანაურთან,ფასანაურთან
არამატერიალური,არამატერიალური
ჯვსრის,ჯვარის
მარკოვ,მარკოვი
საატროლეიბუსლ,სატროლეიბუსო
სათაფლიის,სათაფლიის
თვალსაჩინოა,თვალსაჩინოა
ნალექებიც,ნალექებიც
ვაარდიმიადი,ვარდიმიადი
ანაპტკისი,ანაპტიკსი
აკავშირებდა,აკავშირებდა
კენტკუი,კენტუკი
სავარგუულებდა,სავარგულებად
ემლიზმეი,მელიზმები
ჩამოხსნა,ჩამოხსნა
დალმღვევი,დარმღვევი
მონტევიდდტოში,მონტევიდტოში
მთვარელიშვილი,მთვარელიშვილი
გამოყარ,გამოყარა
ბელისა,ველისა
აღმაშნეებელი,აღმაშენებელი
ჯოლასი,მოლასი
გიმნაზიეში,გიმნაზიელი
ნათქვამია,ნათქვამია
კრონენბერღი,კრონენბერგი
სატევარი,სატევარი
პგუაჩოავ,პუგაჩოვა
ადრნერსე,ადრნერსე
მუხხრანსკი,მუხრანსკი
ინდიფერენტული,ინდიფერენტული
აედქრისტიანულ,ადრექრისტიანულ
გადნოულვებს,გადმოუშვებს
ახეობამდდე,სახეობამდე
ხათიმ,ხათიმ
იზირაებს,იზიარებს
საა,სა
იორკსიგან,იორკისგან
დახმარებები,დახმარებები
კლავსინისთვის,კლავესინისთვის
ჯდოამდ,ჯდომად
დრეიფუსი,დრეიფუსი
რანთა,რანთა
პროფილქატიკას,პროფილაქტიკას
ვთითმფრინავიდან,თვითმფრინავიდან
ავღნიშნე,აღვნიშნე
ევროკავშირმა,ევროკავშირმა
ბახ,ბახ
მილიონიანმა,მილიონიანმა
რეარიზმიდან,რეალიზმიდან
აზრით,აზრით
სლოვენურ,სლოვენურ
დაკავბის,დაკავების
ღრმადაა,ღრმადაა
ხდისწყლისა,ხდისწყლისა
ნიმი,ნიმი
დაასკდა,დაასკდა
ზომით,ზომით
ჩოხაზზე,ჩოხაზე
ინ,ინი
ფრეედენსბორგის,ფრედენსბორგის
საქონელია,საქონელია
დაანეაბ,დაანება
ვილსკი,ვოლსკი
გიორგაძესს,გიორგაძეს
გიორგიწმინდოს,გიორგიწმინდის
თვითთმართველობის,თვითთმართველობის
ოპერაციას,ოპერაციას
ლოუწყობლობაზე,მოუწყობლობაზე
ფიროსმია,ფიროსმანი
გამოდჰა,გამოდგა
კკაზა,კაზა
ჯიხვებზ,ჯიხვებს
ხანუმმი,ხანუმი
ჟეენერლაის,ჟენერალის
მოსიიც,მისიც
ღავაჩხაკყნე,გავაჩხაკუნე
იინესკო,იონესკო
გაგიჟიარროთ,გაგიზიაროთ
მიირო,მირო
დარგებიდდან,დარგებიდან
მიუჯდა,მოუჯდა
შემოიხვეტა,შემოიხვეტა
თუკკიდიდე,თუკიდიდე
ქრონიკაში,ქრონიკაში
შენიშშნა,შენიშნა
სამოსელია,სამოსელშია
თაოსნობიაც,თაოსნობითაც
მაძრცველის,მძარცველის
მაგლაითების,მაგალითების
ჟანგო,ჟანგო
დალძია,დაძლია
პესაგოგიურ,პედაგოგიურ
გაადმოაშვერინა,გადმოაშვერინა
დაუკვირდი,დაუკვირდი
რხევაათა,რხევათა
ნაშთებო,ნაშთებით
ლეთეთი,ლეთეთი
მეჰიესთან,მენიესთან
სსოფთი,სოფტი
მოვერცხლისფროდ,მოვერცხლისფროდ
ისიკ,ისიკ
ფეერდი,ფერდი
ლიტვი,ლიტვის
აპირებდნენნ,აპირებდნენ
სმკლასიანი,სამკლასიანი
სმეფო,სამეფო
ვოფსბურგში,ვოლფსბურგში
სათაურში,სათაურში
ხატოვანი,ხატოვანი
ჰაკე,ჰაკე
ნნიუ,ნიუ
ჟენერალის,ჟენერალის
ვლსსენკოს,ვლასენკოს
რრაე,რაე
ექსპერიმმენტატორი,ექსპერიმენტატორი
კოოლოონისტებისა,კოლონისტებისა
ჩაამწტა,ჩაამატა
ცხენიივითა,ცხენივითა
ყოფაჯან,ყოფამან
იმკვიდრებენ,იმკვიდრებენ
ცხჳირა,ცხჳიმრა
ნირთივ,ბირთვი
ციმერმანი,ციმერმანი
ვითათრებით,ვითარებით
შეძლოთ,შეძლოთ
კვიპროსის,კვიპროსის
წმიდას,წმიდას
დადიის,დადის
ცეიმხაგან,ცემისაგან
იძვროდა,იძვროდა
ეასმსენმა,რასმუსენმა
კეუთვნოდეს,ეკუთვნოდეს
გეზოტიკურ,ეგზოტიკურ
მიაა,იმათა
ქუპრაშვილმა,კუპრაშვილმა
დაილეატზე,დიალექტზე
მილკინსი,მილკინსი
ძალებბისაგნა,ძალებისაგან
წაჯოიწყეს,წამოიწყეს
სსტირილსტი,სატირირსტი
თბილლისშივე,თბილისშივე
ძერნის,ძერნის
ჯორრჯო,ჯორჯო
შინნკელიშ,შინკელის
ებომი,ჩებომი
ისჯებოდა,ისჯებოდა
მამათქვვენების,მამათქვენების
ობრიგო,ობრიგო
გიმნაზიდლზე,გიმნაზიელზე
ფუნქციაც,ფუნქციაც
მოღვაწეობისკეენ,მოღვაწეობისკენ
კანონამიერებები,კანონზომიერებები
ნახარი,ნაზარი
ქედები,ქედები
სმეულთა,სნეულთა
გაქრისთიანება,გაქრისტიანება
მომტკიცებული,მომტკიცებული
გადაკარგული,გადაკარგული
სოაკრი,სოკარის
მობილობიზ,მობილობის
შენკადებმა,შენაკადებმა
ციგრიანთკარი,ციგრიანთკარი
თვისებას,თვისებას
გნაშენიანებაში,განაშენიანებაში
სულოოი,სულიო
გარკვეივსას,გარკვევისას
ტერორისტებ,ტერორისტები
გორას,გორსა
ბსა,ბასა
გამოხეა,გამოხედა
წინადადდბით,წინადადებით
თურქების,თურქების
ლლინოტნი,კლინტონი
ვაჭირვებულთ,გაჭირვებულთ
დიუმას,დიუმას
გაგვიღებდნო,გაგვიღებენო
გაჰმტკიცა,გაუმტკიცა
გადაგიკარტა,გადაგიკარგა
ხეებშ,ხეებს
დღინკ,ძღინკ
მირჩევყ,მირჩევთ
შაშიშავილი,შაშიაშვილი
მიკროცეფალიკიშ,მიკროცეფალიკის
მეურნეობს,მეურნეობის
ზომისა,ზომისა
უტჩენკო,უტჩენკო
თუთაშხიათსვის,თუთაშხიასთვის
წავედო,წავედი
გმოვლნეილია,გამოვლენილია
ეძლებ,შეძლებთ
დდასაჯა,დასაჯა
დაცივა,დაიცვა
ვამთენიისას,გამთენიისას
წაყმოარეთ,წამოყარეთ
კონსერვატუილი,კონსერვატიული
მპახვიეშ,მოახვიეს
წლებშცი,წლებშიც
ოჩამჩირისა,ოჩამჩირისა
საუნდო,საუნდო
შამპანიი,შამპანი
გამრიგებლად,გამრიგებლად
პეტრარკა,პეტრარკა
ნისუმ,ნისუმ
პასსაუ,პასაუ
ბარაათაშვირმა,ბარათაშვილმა
ხაფანგი,ხაფანგი
პერტა,პერტია
ავარმ,ავრამ
წავიფორხილებდი,წავიფორხილებდი
დაზვერვას,დაზვერვას
აპნსს,აპნისს
ირტორიკული,რიტორიკული
გვარზეც,გვარზეც
მოპყრობის,მოპყრობის
შოციალლსტური,სოციალისტური
ჭულის,ჭურის
დუხობორბი,დუხობორები
გზკეთებითსვის,გაკეთებისთვის
ჭაბაშფილი,ჭაბაშვილი
ჰედრიქსმა,ჰენდრიქსმა
მომხმარებლებმა,მომხმარებლებმა
მშვიდობისს,მშვიდობისას
ლიმას,ლიმას
აყელდა,აღელდა
ათინელი,ათინელი
პენმა,პენმა
ჰანტიგტონი,ჰანტინგტონი
მაძინი,მაძინი
პროფიაქტიკური,პროფილაქტიკური
მანჯურიი,მანჯურიის
ცდილოობდნენ,ცდილობდნენ
ვეიიბს,ვების
გადასინჯოს,გადასინჯოს
პიონებასაც,პიროვნებასაც
გააანწილა,გაანაწილა
გამეორბეა,გამეორება
ახალდაარსებული,ახალდაარსებული
ჰღლიიდან,იღლიიდან
გრადუსს,გრადუსს
გერმანოფობიის,გერმანოფობიის
მმმოძღვნილი,მოძღვნილი
პრიმიტ,პრიმიტ
ასლანკკა,ასლანკა
კლავირშში,კლავირში
ჩატნა,ჩატენა
მარშრუტ,მარშრუტს
მუშას,მუშას
მოიგონნა,მოიგონა
მიღებზაე,მიღებაზე
მაიდანშში,მაიდანში
თავმოყვარეობით,თავმოყვარეობით
შშეხედეთ,შეხედეთ
იკლებდდა,იკლებდა
ობმბები,ბომბები
მივაგნებთ,მივაგნებთ
ბრიტწნელმა,ბრიტანელმა
პფრსპექტიუულია,პერსპექტიულია
ეძახდნენ,ეძახდნენ
ფოთომლცვეენი,ფოთოლმცვენი
ტექსტური,ტექსტური
გენეტიკა,გენეტიკა
გადავიდდოოდი,გადავიდოდი
აზერბაიჯანელებბი,აზერბაიჯანელები
წიაგარიი,წინაგარი
ციიგი,იციგი
ააუკკეთესო,საუკეთესო
დღესასსწაულობენ,დღესასწაულობენ
ინდურსტილუად,ინდურსტიულად
თავვსაყრელად,თავსაყრელად
უმტესოვაც,უმეტესობაც
ხორცშესხმის,ხორცშესხმის
ნიგოსოფის,ნიგოსოვის
ხუჯანნდი,ხუჯანდი
გმაოიზრდება,გამოიზრდება
ვცდილობდი,ვცდილობდი
შინაარწს,შინაარსს
აქსე,აქეს
ძაღღლად,ძაღლად
დამგვნაებოდა,დამგვანებოდა
სოია,სოია
პონდორი,პომიდორი
ვაიძულრრ,ვაიძულე
პიანისტთა,პიანისტთა
აღმასენებელსა,აღმაშენებელსა
ამოდენასა,ამოდენასა
დრამტაურგია,დრამატურგია
მოუწყოთ,მოუწყოთ
ვარიაგები,ვარიაგები
დაექრიავებინა,დაექირავებინა
პელრროუ,პელტროუ
ოომიხადა,მოიხადა
უკრაინელებჰთ,უკრაინელებით
მონტემაოორმა,მონტემაიორმა
რამერი,დრამერი
მაღაროსკაირ,მაღაროსკარი
გალავანშემვლბეული,გალავანშემოვლებული
ზფასებს,აფასებს
თვდასხმებს,თავდასხმებს
მითითბეისს,მითითების
მაოგანიზებელი,მაორგანიზებელი
გრემანულმა,გერმანულმა
რეზიდენციიშ,რეზიდენციის
ჭადგაკი,ჭადრაკი
გავიცნობიერე,გავიცნობიერე
გადაიქცეოდა,გადაიქცეოდა
მუიხედანად,მიუხედანად
დედაკააცით,დედაკაცით
კუროს,კუროს
დათაზე,დათაზე
ვიზლო,ვიარო
წასვლზმდე,წასვლამდე
ტრუამი,ტურამი
თღისებურად,თაღისებურად
აანალიზში,ანალიზში
ყელმი,ყელმი
წლისად,წლისად
ბრჩანოს,ბრაჩანოს
გურამიშვილსიეუმი,გურამიშვილისეული
დიკი,დიკი
განცხადებამ,განცხადებამ
თაამაშსაც,თამაშსაც
ანტეკლიზა,ანტეკლიზა
ადაპტტაცია,ადაპტაცია
დაჰკრავდეს,დაჰკრავდეს
სტრიქოსნ,სტრიქონს
მამლაყინწებო,მამლაყინწებო
გადასაკარგაშვი,გადასაკარგავში
ჯონ,ჯეონ
გამოგვეცაალ,გამოგვეცალა
გენერრებისვთის,გენერლებისთვის
აართ,ქართ
ქორალების,ქორალების
სსამელებია,სასმელებია
ილდნა,ლინდა
განყოფილებსთვის,განყოფილებისთვის
გასაქცევად,გასაქცევად
პროგრმაზე,პროგრამაზე
მოხრაკეებს,მოხარკეებს
წლიშწთვის,წლისათვის
მასაჟი,მასაჟი
წინაპართა,წინაპართა
ფუკტარაძე,ფუტკარაძე
სამაროვანი,სამაროვანი
